"id","repository","sha","message","date","insertions","deletions","files_changed","in_main_branch","merge","dmm_unit_size","dmm_unit_complexity","dmm_unit_interfacing","time_mined","author_id","committer_id"
"195","aisepucrio/stnl-dataminer-api","3b463a199b08fd2614977d0f5dd1574007a383d8","[docs] Melhorando README","2025-01-29 16:26:47+00",1,1,1,True,False,NULL,NULL,NULL,"2025-03-24 14:08:24.462532+00","4","4"
"196","aisepucrio/stnl-dataminer-api","3937eb0dda231065b584441853a3cf1fc85acf7a","[docs] Adicionando tutoriais de download para as dependências

JIRA: [CSTONE-320][CSTONE-477]","2025-01-29 16:37:06+00",101,5,1,True,False,NULL,NULL,NULL,"2025-03-24 14:08:24.545641+00","4","4"
"197","aisepucrio/stnl-dataminer-api","00485c40f7de7b97e5efe86b0b7d8b292e1f6345","[fix] Evitando ping-pong de tokens

JIRA: [CSTONE-320][CSTONE-477]","2025-01-29 20:48:32+00",41,35,1,True,False,"0","0","0.8","2025-03-24 14:08:24.639885+00","4","4"
"198","aisepucrio/stnl-dataminer-api","30f1324e6058a97ed0ef7cda57a087c3b5fb4b3c","Merge branch 'fix/issues-mining' into development","2025-01-29 20:49:24+00",774,288,0,True,True,NULL,NULL,NULL,"2025-03-24 14:08:25.248968+00","4","4"
"199","aisepucrio/stnl-dataminer-api","b63c524bbe0c6efb9ff392131a1a0bba596b7ceb","Merge branch 'development'","2025-01-29 20:49:45+00",881,349,0,True,True,NULL,NULL,NULL,"2025-03-24 14:08:25.302471+00","4","4"
"200","aisepucrio/stnl-dataminer-api","9aeb930c85d62ac80aa672f497fc1ca5303b429c","[feat] Adiciona níveis de profundidade na mineração de Issues e PRs

- Implementa dois níveis de mineração (basic e complex)
- Adiciona parâmetro depth nas tasks do Celery
- Otimiza coleta de dados reduzindo chamadas à API no modo básico
- Mantém compatibilidade com funcionalidades existentes""","2025-02-17 16:23:58+00",158,118,4,True,False,"0.07407407407407407","0.25925925925925924","0.07407407407407407","2025-03-24 14:08:25.363021+00","4","4"
"201","aisepucrio/stnl-dataminer-api","4e19a4db4af9e2fd1f8fc1aa2b70b35b6bf41fa9","[improv] Adicionando mineração do body das Issues e PRs","2025-02-18 14:00:56+00",22,1,3,True,False,"0","0","0","2025-03-24 14:08:26.119701+00","4","4"
"202","aisepucrio/stnl-dataminer-api","52e6df5cad3ada8a6deae8d1cd164b14d960e2ab","[fix] Consertando data overlap para Pull Requests","2025-02-18 14:58:46+00",12,3,1,True,False,"0","0","0","2025-03-24 14:08:26.876321+00","4","4"
"203","aisepucrio/stnl-dataminer-api","26af0ee91deb012e4447ca79574a9dc3b7ad2ccb","[fix] Consertando data overlap para Issues","2025-02-18 15:01:47+00",5120,3,2,True,False,"0","0","0","2025-03-24 14:08:27.475803+00","4","4"
"204","aisepucrio/stnl-dataminer-api","1c03f358e150a7d4a042403971a763a7b33aef24","[feat] Iniciando aplicação para obter metadados de repositórios","2025-02-25 11:09:07+00",221,5115,8,True,False,"0.15306122448979592","0.6224489795918368","1","2025-03-24 14:08:28.178683+00","4","4"
"205","aisepucrio/stnl-dataminer-api","64abfe7aa1abaa189ba735244e699ab7d08853f6","[fix] Consertando problemas na mineração de metadados","2025-02-25 18:01:56+00",241,34,8,True,False,"0.8493150684931506","0.2876712328767123","0.3424657534246575","2025-03-24 14:08:29.594423+00","4","4"
"206","aisepucrio/stnl-dataminer-api","1915cb359f8b24e3807a5b56749595e5d9020088","[feat] Finalizando implementação do minerador de metadados","2025-02-26 18:24:13+00",134,33,6,True,False,"0.047619047619047616","0.3333333333333333","0","2025-03-24 14:08:30.737283+00","4","4"
"207","aisepucrio/stnl-dataminer-api","4dd292492776ed41811f65c72901d8f5f9c1e1db","[fix] Modificando as requisições de coleta do GitHub para serem POST e os parâmetros serem passados no body","2025-02-26 19:16:38+00",74,40,4,True,False,"0","1","1","2025-03-24 14:08:31.988828+00","4","4"
"208","aisepucrio/stnl-dataminer-api","e832db489da237d39694cfd39248c23f18744e48","[docs] Atualizando README com os novos tipos de URL e padronizando linguagem para inglês","2025-02-26 19:25:33+00",116,25,1,True,False,NULL,NULL,NULL,"2025-03-24 14:08:32.531264+00","4","4"
"209","aisepucrio/stnl-dataminer-api","4f92112cb02f27c4285559f9b057e5dc90d33ab8","[fix] Agora as tasks são canceladas com uma requisição do tipo DELETE","2025-02-26 19:38:20+00",20,10,4,True,False,NULL,NULL,NULL,"2025-03-24 14:08:32.634534+00","4","4"
"210","aisepucrio/stnl-dataminer-api","be7e8628b61f90903cb926fddc025f2ce79875d2","[docs] Mudando parte do README que estava em ptbr para inglês","2025-02-26 19:45:40+00",30,30,1,True,False,NULL,NULL,NULL,"2025-03-24 14:08:32.91125+00","4","4"
"211","aisepucrio/stnl-dataminer-api","3b52f445a4bb3c8482c22df678accaa9128df712","[feat] Adicionando timestamp na mineração de dados","2025-03-10 16:09:17+00",90,10,4,True,False,"0","0","0.2857142857142857","2025-03-24 14:08:32.998133+00","4","4"
"212","aisepucrio/stnl-dataminer-api","e7cbc5eae01a975877cbd764ff318a36d8bbaac6","[fix] Consertando erro aparente no timestamp na mineração de commits","2025-03-10 17:04:06+00",271,9,2,True,False,NULL,NULL,NULL,"2025-03-24 14:08:33.945046+00","4","4"
"213","aisepucrio/stnl-dataminer-api","7d73c0a0f5b5fa0bd534a9aa74f2ae70b8b2829b","Adiciona timestamp time_mined no minerador do Jira","2025-03-13 12:34:29+00",24,1,3,True,False,"0","0","0","2025-03-24 14:08:34.660703+00","10","10"
"214","aisepucrio/stnl-dataminer-api","aa23d01dcc4c05caa9d44ab840d58295c5d9b97c","[improv] Trocando jira email e jira api token da body da request para o arquivo.env","2025-03-13 13:49:20+00",76,31,4,True,False,"0","1","0","2025-03-24 14:08:35.058827+00","10","10"
"215","aisepucrio/stnl-dataminer-api","838641b7ea92d79e3b8cc568235ffac3361810d2","[fix] Unficando tabelas de issues e PRs","2025-03-17 18:42:38+00",618,488,8,True,False,"1","0.6153846153846154","0","2025-03-24 14:08:35.415004+00","4","4"
"216","aisepucrio/stnl-dataminer-api","056d61533a99c8ac92cdba60360740b31bc471c1","[feat] coletando commit do git dentro do jira","2025-03-18 13:51:41+00",58,5,5,True,False,"0","0.9","0.9","2025-03-24 14:08:36.795138+00","11","11"
"217","aisepucrio/stnl-dataminer-api","03fd2b10530928f16dcf3cf8f86fa6e2262cff3e","Merge branch 'commit-Jira' into development","2025-03-18 13:52:50+00",58,5,0,True,True,NULL,NULL,NULL,"2025-03-24 14:08:37.369254+00","11","11"
"218","aisepucrio/stnl-dataminer-api","8c6d3f3bc25d1f752f47a72317cfd1fdf486eebe","Merge remote-tracking branch 'origin/main' into commit-Jira","2025-03-18 14:01:47+00",618,488,0,True,True,NULL,NULL,NULL,"2025-03-24 14:08:37.394292+00","7","7"
"219","aisepucrio/stnl-dataminer-api","1d926e27ba8582aebe1035863914c2d053451461","Coletando commits git no jira","2025-03-20 13:18:12+00",46,8,3,True,False,"0.6","0","1","2025-03-24 14:08:37.455227+00","11","11"
"220","aisepucrio/stnl-dataminer-api","62bf691b3a9f7599430944813452b66db1b2db97","Merge branch 'commit-Jira' into development","2025-03-20 13:19:17+00",46,8,0,True,True,NULL,NULL,NULL,"2025-03-24 14:08:37.804598+00","11","11"
"221","aisepucrio/stnl-dataminer-api","e745b216b7e545a5d6854d487fd5ec0a1bfcfa0d","Ajustando o timestamp para dateTime","2025-03-20 14:23:52+00",30,43,6,True,False,NULL,NULL,NULL,"2025-03-24 14:08:37.83856+00","11","11"
